r_m,theta_rad,mx,my
0.389000,0.785398163397,0.688957112039,0.688957112039
0.390000,0.785398163397,0.688861978189,0.688861978189
0.391000,0.785398163397,0.688766581938,0.688766581938
0.392000,0.785398163397,0.688670923137,0.688670923137
0.393000,0.785398163397,0.688575001635,0.688575001635
0.394000,0.785398163397,0.688478817278,0.688478817278
0.395000,0.785398163397,0.688382369916,0.688382369916
0.396000,0.785398163397,0.688285659396,0.688285659396
0.397000,0.785398163397,0.688188685564,0.688188685564
0.398000,0.785398163397,0.688091448266,0.688091448266
0.399000,0.785398163397,0.687993947348,0.687993947348
0.400000,0.785398163397,0.687896182655,0.687896182655
0.401000,0.785398163397,0.687798154031,0.687798154031
0.402000,0.785398163397,0.687699861320,0.687699861320
0.403000,0.785398163397,0.687601304367,0.687601304367
0.404000,0.785398163397,0.687502483012,0.687502483012
0.405000,0.785398163397,0.687403397100,0.687403397100
0.406000,0.785398163397,0.687304046471,0.687304046471
0.407000,0.785398163397,0.687204430966,0.687204430966
0.408000,0.785398163397,0.687104550427,0.687104550427
0.409000,0.785398163397,0.687004404694,0.687004404694
0.410000,0.785398163397,0.686903993604,0.686903993604
0.411000,0.785398163397,0.686803316999,0.686803316999
0.412000,0.785398163397,0.686702374716,0.686702374716
0.413000,0.785398163397,0.686601166592,0.686601166592
0.414000,0.785398163397,0.686499692465,0.686499692465
0.415000,0.785398163397,0.686397952172,0.686397952172
0.416000,0.785398163397,0.686295945549,0.686295945549
0.417000,0.785398163397,0.686193672431,0.686193672431
0.418000,0.785398163397,0.686091132653,0.686091132653
0.419000,0.785398163397,0.685988326050,0.685988326050
0.420000,0.785398163397,0.685885252454,0.685885252454
0.421000,0.785398163397,0.685781911700,0.685781911700
0.422000,0.785398163397,0.685678303620,0.685678303620
0.423000,0.785398163397,0.685574428047,0.685574428047
0.424000,0.785398163397,0.685470284810,0.685470284810
0.425000,0.785398163397,0.685365873742,0.685365873742
0.426000,0.785398163397,0.685261194673,0.685261194673
0.427000,0.785398163397,0.685156247432,0.685156247432
0.428000,0.785398163397,0.685051031848,0.685051031848
0.429000,0.785398163397,0.684945547750,0.684945547750
0.430000,0.785398163397,0.684839794966,0.684839794966
0.431000,0.785398163397,0.684733773323,0.684733773323
0.432000,0.785398163397,0.684627482648,0.684627482648
0.433000,0.785398163397,0.684520922767,0.684520922767
0.434000,0.785398163397,0.684414093505,0.684414093505
0.435000,0.785398163397,0.684306994687,0.684306994687
0.436000,0.785398163397,0.684199626138,0.684199626138
0.437000,0.785398163397,0.684091987682,0.684091987682
0.438000,0.785398163397,0.683984079141,0.683984079141
0.439000,0.785398163397,0.683875900337,0.683875900337
0.440000,0.785398163397,0.683767451094,0.683767451094
0.441000,0.785398163397,0.683658731232,0.683658731232
0.442000,0.785398163397,0.683549740571,0.683549740571
0.443000,0.785398163397,0.683440478932,0.683440478932
0.444000,0.785398163397,0.683330946134,0.683330946134
0.445000,0.785398163397,0.683221141996,0.683221141996
0.446000,0.785398163397,0.683111066336,0.683111066336
0.447000,0.785398163397,0.683000718972,0.683000718972
0.448000,0.785398163397,0.682890099720,0.682890099720
0.449000,0.785398163397,0.682779208397,0.682779208397
0.450000,0.785398163397,0.682668044819,0.682668044819
0.451000,0.785398163397,0.682556608800,0.682556608800
0.452000,0.785398163397,0.682444900156,0.682444900156
0.453000,0.785398163397,0.682332918699,0.682332918699
0.454000,0.785398163397,0.682220664242,0.682220664242
0.455000,0.785398163397,0.682108136599,0.682108136599
0.456000,0.785398163397,0.681995335582,0.681995335582
0.457000,0.785398163397,0.681882261001,0.681882261001
0.458000,0.785398163397,0.681768912667,0.681768912667
0.459000,0.785398163397,0.681655290390,0.681655290390
0.460000,0.785398163397,0.681541393979,0.681541393979
0.461000,0.785398163397,0.681427223243,0.681427223243
0.462000,0.785398163397,0.681312777990,0.681312777990
0.463000,0.785398163397,0.681198058027,0.681198058027
0.464000,0.785398163397,0.681083063161,0.681083063161
0.465000,0.785398163397,0.680967793198,0.680967793198
0.466000,0.785398163397,0.680852247943,0.680852247943
0.467000,0.785398163397,0.680736427200,0.680736427200
0.468000,0.785398163397,0.680620330775,0.680620330775
0.469000,0.785398163397,0.680503958470,0.680503958470
0.470000,0.785398163397,0.680387310089,0.680387310089
0.471000,0.785398163397,0.680270385432,0.680270385432
0.472000,0.785398163397,0.680153184302,0.680153184302
0.473000,0.785398163397,0.680035706498,0.680035706498
0.474000,0.785398163397,0.679917951822,0.679917951822
0.475000,0.785398163397,0.679799920073,0.679799920073
0.476000,0.785398163397,0.679681611048,0.679681611048
0.477000,0.785398163397,0.679563024547,0.679563024547
0.478000,0.785398163397,0.679444160366,0.679444160366
0.479000,0.785398163397,0.679325018301,0.679325018301
0.480000,0.785398163397,0.679205598150,0.679205598150
0.481000,0.785398163397,0.679085899707,0.679085899707
0.482000,0.785398163397,0.678965922767,0.678965922767
0.483000,0.785398163397,0.678845667123,0.678845667123
0.484000,0.785398163397,0.678725132569,0.678725132569
0.485000,0.785398163397,0.678604318897,0.678604318897
0.486000,0.785398163397,0.678483225898,0.678483225898
0.487000,0.785398163397,0.678361853365,0.678361853365
0.488000,0.785398163397,0.678240201087,0.678240201087
0.489000,0.785398163397,0.678118268854,0.678118268854
0.490000,0.785398163397,0.677996056455,0.677996056455
0.491000,0.785398163397,0.677873563677,0.677873563677
0.492000,0.785398163397,0.677750790310,0.677750790310
0.493000,0.785398163397,0.677627736138,0.677627736138
0.494000,0.785398163397,0.677504400949,0.677504400949
0.495000,0.785398163397,0.677380784528,0.677380784528
0.496000,0.785398163397,0.677256886659,0.677256886659
0.497000,0.785398163397,0.677132707126,0.677132707126
0.498000,0.785398163397,0.677008245713,0.677008245713
0.499000,0.785398163397,0.676883502201,0.676883502201
0.500000,0.785398163397,0.676758476374,0.676758476374
0.501000,0.785398163397,0.676633168010,0.676633168010
0.502000,0.785398163397,0.676507576892,0.676507576892
0.503000,0.785398163397,0.676381702797,0.676381702797
0.504000,0.785398163397,0.676255545506,0.676255545506
0.505000,0.785398163397,0.676129104796,0.676129104796
0.506000,0.785398163397,0.676002380444,0.676002380444
0.507000,0.785398163397,0.675875372227,0.675875372227
0.508000,0.785398163397,0.675748079921,0.675748079921
0.509000,0.785398163397,0.675620503300,0.675620503300
0.510000,0.785398163397,0.675492642139,0.675492642139
0.511000,0.785398163397,0.675364496211,0.675364496211
0.512000,0.785398163397,0.675236065290,0.675236065290
0.513000,0.785398163397,0.675107349147,0.675107349147
0.514000,0.785398163397,0.674978347553,0.674978347553
0.515000,0.785398163397,0.674849060278,0.674849060278
0.516000,0.785398163397,0.674719487093,0.674719487093
0.517000,0.785398163397,0.674589627767,0.674589627767
0.518000,0.785398163397,0.674459482067,0.674459482067
0.519000,0.785398163397,0.674329049760,0.674329049760
0.520000,0.785398163397,0.674198330614,0.674198330614
0.521000,0.785398163397,0.674067324394,0.674067324394
0.522000,0.785398163397,0.673936030865,0.673936030865
0.523000,0.785398163397,0.673804449791,0.673804449791
0.524000,0.785398163397,0.673672580936,0.673672580936
0.525000,0.785398163397,0.673540424062,0.673540424062
0.526000,0.785398163397,0.673407978932,0.673407978932
0.527000,0.785398163397,0.673275245305,0.673275245305
0.528000,0.785398163397,0.673142222943,0.673142222943
0.529000,0.785398163397,0.673008911604,0.673008911604
0.530000,0.785398163397,0.672875311048,0.672875311048
0.531000,0.785398163397,0.672741421032,0.672741421032
0.532000,0.785398163397,0.672607241313,0.672607241313
0.533000,0.785398163397,0.672472771648,0.672472771648
0.534000,0.785398163397,0.672338011791,0.672338011791
0.535000,0.785398163397,0.672202961497,0.672202961497
